Dataset,#TrainingRelease,%Training,%Defective in training,%Defective in testing,Classifier,Balancing,Feature Selection,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
STORM,4505,0.1523091,0.5408719,0.4591281,ibk,undersampling,best first,sensitive threshold,0.6528190,0.1012216,0.8987784,0.3471810,0.6547619,0.6528190,0.7757987,0.5521757
STORM,5988,0.2024478,0.6740129,0.3259871,ibk,undersampling,best first,sensitive threshold,0.5239437,0.1873572,0.8126428,0.4760563,0.4305556,0.5239437,0.6682932,0.3119058
STORM,7656,0.2588410,0.9453125,0.0546875,ibk,undersampling,best first,sensitive threshold,0.5238095,0.2672897,0.7327103,0.4761905,0.0714286,0.5238095,0.6282599,0.0634578
STORM,9324,0.3152343,0.9411765,0.0588235,ibk,undersampling,best first,sensitive threshold,0.8472222,0.4095365,0.5904635,0.1527778,0.0622449,0.8472222,0.7188428,0.0616178
STORM,11640,0.3935357,0.8711744,0.1288256,ibk,undersampling,best first,sensitive threshold,0.4419890,0.1817757,0.8182243,0.5580110,0.1705757,0.4419890,0.6301066,0.1505611
STORM,13961,0.4720062,0.8864353,0.1135647,ibk,undersampling,best first,sensitive threshold,0.8611111,0.1723494,0.8276506,0.1388889,0.2958015,0.8611111,0.8443809,0.3672966
STORM,16282,0.5504767,0.8386243,0.1613757,ibk,undersampling,best first,sensitive threshold,0.6426230,0.1822844,0.8177156,0.3573770,0.3339012,0.6426230,0.7301693,0.3296230
STORM,18732,0.6333085,0.8479139,0.1520861,ibk,undersampling,best first,sensitive threshold,0.5693215,0.1769088,0.8230912,0.4306785,0.3368237,0.5693215,0.6962064,0.3040396
STORM,21219,0.7173913,0.8673152,0.1326848,ibk,undersampling,best first,sensitive threshold,0.9941349,0.1575279,0.8424721,0.0058651,0.5000000,0.9941349,0.9183035,0.5908928
STORM,23712,0.8016769,0.8647376,0.1352624,ibk,undersampling,best first,sensitive threshold,0.8930348,0.1335193,0.8664807,0.1069652,0.5172911,0.8930348,0.8797577,0.5820071
STORM,26623,0.9000947,0.8700234,0.1299766,ibk,undersampling,best first,sensitive threshold,0.9166667,0.0657109,0.9342891,0.0833333,0.7115385,0.9166667,0.9254779,0.7606946
STORM,878,0.0296842,0.0000000,1.0000000,random forest,smote,best first,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,1965,0.0664345,0.0142857,0.9857143,random forest,smote,best first,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.6425576,0.0000000
STORM,3164,0.1069714,0.3526448,0.6473552,random forest,smote,best first,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.9130885,0.0000000
STORM,4505,0.1523091,0.5408719,0.4591281,random forest,smote,best first,no cost sensitive,0.4629080,0.0471204,0.9528796,0.5370920,0.7428571,0.4629080,0.8956673,0.4795800
STORM,5988,0.2024478,0.6740129,0.3259871,random forest,smote,best first,no cost sensitive,0.3859155,0.0814928,0.9185072,0.6140845,0.5614754,0.3859155,0.8066614,0.3436188
STORM,7656,0.2588410,0.9453125,0.0546875,random forest,smote,best first,no cost sensitive,0.3333333,0.1688474,0.8311526,0.6666667,0.0719178,0.3333333,0.7386886,0.0598976
STORM,9324,0.3152343,0.9411765,0.0588235,random forest,smote,best first,no cost sensitive,0.8194444,0.2669340,0.7330660,0.1805556,0.0896657,0.8194444,0.8363444,0.1118697
STORM,11640,0.3935357,0.8711744,0.1288256,random forest,smote,best first,no cost sensitive,0.2375691,0.0724299,0.9275701,0.7624309,0.2171717,0.2375691,0.7646034,0.1583325
STORM,13961,0.4720062,0.8864353,0.1135647,random forest,smote,best first,no cost sensitive,0.8000000,0.0084073,0.9915927,0.2000000,0.8888889,0.8000000,0.9763869,0.8295847
STORM,16282,0.5504767,0.8386243,0.1613757,random forest,smote,best first,no cost sensitive,0.5081967,0.0540793,0.9459207,0.4918033,0.5719557,0.5081967,0.8802125,0.4769201
STORM,18732,0.6333085,0.8479139,0.1520861,random forest,smote,best first,no cost sensitive,0.3274336,0.0400372,0.9599628,0.6725664,0.5634518,0.3274336,0.8506555,0.3489453
STORM,21219,0.7173913,0.8673152,0.1326848,random forest,smote,best first,no cost sensitive,0.9882698,0.0004647,0.9995353,0.0117302,0.9970414,0.9882698,0.9995905,0.9914754
STORM,23712,0.8016769,0.8647376,0.1352624,random forest,smote,best first,no cost sensitive,0.8233831,0.0015943,0.9984057,0.1766169,0.9880597,0.8233831,0.9916202,0.8836262
STORM,26623,0.9000947,0.8700234,0.1299766,random forest,smote,best first,no cost sensitive,0.9054054,0.0000000,1.0000000,0.0945946,1.0000000,0.9054054,0.9888778,0.9420846
STORM,878,0.0296842,0.0000000,1.0000000,naive bayes,smote,best first,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,1965,0.0664345,0.0142857,0.9857143,naive bayes,smote,best first,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.8621481,0.0000000
STORM,3164,0.1069714,0.3526448,0.6473552,naive bayes,smote,best first,no cost sensitive,0.3424125,0.0147601,0.9852399,0.6575875,0.8461538,0.3424125,0.9027686,0.4239223
STORM,4505,0.1523091,0.5408719,0.4591281,naive bayes,smote,best first,no cost sensitive,0.1008902,0.0069808,0.9930192,0.8991098,0.8095238,0.1008902,0.8913405,0.1358991
STORM,5988,0.2024478,0.6740129,0.3259871,naive bayes,smote,best first,no cost sensitive,0.2338028,0.0959634,0.9040366,0.7661972,0.3971292,0.2338028,0.8105779,0.1621708
STORM,7656,0.2588410,0.9453125,0.0546875,naive bayes,smote,best first,no cost sensitive,0.1428571,0.0336449,0.9663551,0.8571429,0.1428571,0.1428571,0.7797162,0.1092123
STORM,9324,0.3152343,0.9411765,0.0588235,naive bayes,smote,best first,no cost sensitive,0.7916667,0.2464349,0.7535651,0.2083333,0.0934426,0.7916667,0.8468416,0.1181118
STORM,11640,0.3935357,0.8711744,0.1288256,naive bayes,smote,best first,no cost sensitive,0.0165746,0.0037383,0.9962617,0.9834254,0.2727273,0.0165746,0.8028360,0.0225156
STORM,13961,0.4720062,0.8864353,0.1135647,naive bayes,smote,best first,no cost sensitive,0.0111111,0.0018683,0.9981317,0.9888889,0.3333333,0.0111111,0.7993604,0.0165850
STORM,16282,0.5504767,0.8386243,0.1613757,naive bayes,smote,best first,no cost sensitive,0.3868852,0.0013986,0.9986014,0.6131148,0.9752066,0.3868852,0.9584111,0.5200487
STORM,18732,0.6333085,0.8479139,0.1520861,naive bayes,smote,best first,no cost sensitive,0.0560472,0.0009311,0.9990689,0.9439528,0.9047619,0.0560472,0.9246936,0.0911016
STORM,21219,0.7173913,0.8673152,0.1326848,naive bayes,smote,best first,no cost sensitive,0.6510264,0.0000000,1.0000000,0.3489736,1.0000000,0.6510264,0.9944102,0.7630749
STORM,23712,0.8016769,0.8647376,0.1352624,naive bayes,smote,best first,no cost sensitive,0.9303483,0.1518533,0.8481467,0.0696517,0.4953642,0.9303483,0.9113351,0.5687809
STORM,26623,0.9000947,0.8700234,0.1299766,naive bayes,smote,best first,no cost sensitive,0.8040541,0.0027877,0.9972123,0.1959459,0.9807692,0.8040541,0.9714006,0.8654481
STORM,878,0.0296842,0.0000000,1.0000000,ibk,smote,best first,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,1965,0.0664345,0.0142857,0.9857143,ibk,smote,best first,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.9268396,0.0000000
STORM,3164,0.1069714,0.3526448,0.6473552,ibk,smote,best first,no cost sensitive,0.2178988,0.0313653,0.9686347,0.7821012,0.6222222,0.2178988,0.6204951,0.2480081
STORM,4505,0.1523091,0.5408719,0.4591281,ibk,smote,best first,no cost sensitive,0.4569733,0.0392670,0.9607330,0.5430267,0.7738693,0.4569733,0.7301335,0.4882817
STORM,5988,0.2024478,0.6740129,0.3259871,ibk,smote,best first,no cost sensitive,0.4281690,0.1111957,0.8888043,0.5718310,0.5100671,0.4281690,0.6754428,0.3366954
STORM,7656,0.2588410,0.9453125,0.0546875,ibk,smote,best first,no cost sensitive,0.2539683,0.1732087,0.8267913,0.7460317,0.0544218,0.2539683,0.5711665,0.0292462
STORM,9324,0.3152343,0.9411765,0.0588235,ibk,smote,best first,no cost sensitive,0.7083333,0.3377897,0.6622103,0.2916667,0.0630408,0.7083333,0.7186386,0.0622361
STORM,11640,0.3935357,0.8711744,0.1288256,ibk,smote,best first,no cost sensitive,0.3314917,0.1172897,0.8827103,0.6685083,0.1929260,0.3314917,0.6344878,0.1612066
STORM,13961,0.4720062,0.8864353,0.1135647,ibk,smote,best first,no cost sensitive,0.7611111,0.0079402,0.9920598,0.2388889,0.8896104,0.7611111,0.9075704,0.8065226
STORM,16282,0.5504767,0.8386243,0.1613757,ibk,smote,best first,no cost sensitive,0.6393443,0.0890443,0.9109557,0.3606557,0.5051813,0.6393443,0.8288586,0.4940274
STORM,18732,0.6333085,0.8479139,0.1520861,ibk,smote,best first,no cost sensitive,0.4454277,0.0796089,0.9203911,0.5545723,0.4689441,0.4454277,0.6777712,0.3737103
STORM,21219,0.7173913,0.8673152,0.1326848,ibk,smote,best first,no cost sensitive,0.9882698,0.0004647,0.9995353,0.0117302,0.9970414,0.9882698,0.9939094,0.9914754
STORM,23712,0.8016769,0.8647376,0.1352624,ibk,smote,best first,no cost sensitive,0.8109453,0.0426465,0.9573535,0.1890547,0.7528868,0.8109453,0.8346941,0.7442019
STORM,26623,0.9000947,0.8700234,0.1299766,ibk,smote,best first,no cost sensitive,0.9054054,0.0007965,0.9992035,0.0945946,0.9950495,0.9054054,0.9513021,0.9394436
STORM,878,0.0296842,0.0000000,1.0000000,random forest,smote,best first,sensitive learning,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,1965,0.0664345,0.0142857,0.9857143,random forest,smote,best first,sensitive learning,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.6425576,0.0000000
STORM,3164,0.1069714,0.3526448,0.6473552,random forest,smote,best first,sensitive learning,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.9119255,0.0000000
STORM,4505,0.1523091,0.5408719,0.4591281,random forest,smote,best first,sensitive learning,0.1899110,0.0052356,0.9947644,0.8100890,0.9142857,0.1899110,0.8969011,0.2563691
STORM,5988,0.2024478,0.6740129,0.3259871,random forest,smote,best first,sensitive learning,0.2056338,0.0396040,0.9603960,0.7943662,0.5840000,0.2056338,0.8028105,0.2174184
STORM,7656,0.2588410,0.9453125,0.0546875,random forest,smote,best first,sensitive learning,0.0634921,0.0498442,0.9501558,0.9365079,0.0476190,0.0634921,0.7695347,0.0117641
STORM,9324,0.3152343,0.9411765,0.0588235,random forest,smote,best first,sensitive learning,0.2777778,0.0855615,0.9144385,0.7222222,0.0943396,0.2777778,0.8487788,0.0990281
STORM,11640,0.3935357,0.8711744,0.1288256,random forest,smote,best first,sensitive learning,0.0110497,0.0009346,0.9990654,0.9889503,0.5000000,0.0110497,0.7438103,0.0183111
STORM,13961,0.4720062,0.8864353,0.1135647,random forest,smote,best first,sensitive learning,0.0777778,0.0000000,1.0000000,0.9222222,1.0000000,0.0777778,0.9725258,0.1346438
STORM,16282,0.5504767,0.8386243,0.1613757,random forest,smote,best first,sensitive learning,0.1737705,0.0027972,0.9972028,0.8262295,0.8983051,0.1737705,0.8998869,0.2614015
STORM,18732,0.6333085,0.8479139,0.1520861,random forest,smote,best first,sensitive learning,0.0855457,0.0023277,0.9976723,0.9144543,0.8529412,0.0855457,0.8657694,0.1339754
STORM,21219,0.7173913,0.8673152,0.1326848,random forest,smote,best first,sensitive learning,0.2756598,0.0004647,0.9995353,0.7243402,0.9894737,0.2756598,0.9994481,0.3951385
STORM,23712,0.8016769,0.8647376,0.1352624,random forest,smote,best first,sensitive learning,0.2014925,0.0000000,1.0000000,0.7985075,1.0000000,0.2014925,0.9910407,0.3031258
STORM,26623,0.9000947,0.8700234,0.1299766,random forest,smote,best first,sensitive learning,0.2860360,0.0000000,1.0000000,0.7139640,1.0000000,0.2860360,0.9899694,0.4050697
STORM,878,0.0296842,0.0000000,1.0000000,naive bayes,smote,best first,sensitive learning,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,1965,0.0664345,0.0142857,0.9857143,naive bayes,smote,best first,sensitive learning,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.8621481,0.0000000
STORM,3164,0.1069714,0.3526448,0.6473552,naive bayes,smote,best first,sensitive learning,0.3190661,0.0129151,0.9870849,0.6809339,0.8541667,0.3190661,0.9027686,0.4022838
STORM,4505,0.1523091,0.5408719,0.4591281,naive bayes,smote,best first,sensitive learning,0.0682493,0.0052356,0.9947644,0.9317507,0.7931034,0.0682493,0.8913405,0.0930218
STORM,5988,0.2024478,0.6740129,0.3259871,naive bayes,smote,best first,sensitive learning,0.0845070,0.0198020,0.9801980,0.9154930,0.5357143,0.0845070,0.8105779,0.0934053
STORM,7656,0.2588410,0.9453125,0.0546875,naive bayes,smote,best first,sensitive learning,0.0952381,0.0180685,0.9819315,0.9047619,0.1714286,0.0952381,0.7797162,0.0981176
STORM,9324,0.3152343,0.9411765,0.0588235,naive bayes,smote,best first,sensitive learning,0.5694444,0.1550802,0.8449198,0.4305556,0.1053985,0.5694444,0.8468416,0.1323528
STORM,11640,0.3935357,0.8711744,0.1288256,naive bayes,smote,best first,sensitive learning,0.0110497,0.0014019,0.9985981,0.9889503,0.4000000,0.0110497,0.8028360,0.0173856
STORM,13961,0.4720062,0.8864353,0.1135647,naive bayes,smote,best first,sensitive learning,0.0055556,0.0014012,0.9985988,0.9944444,0.2500000,0.0055556,0.7993604,0.0075231
STORM,16282,0.5504767,0.8386243,0.1613757,naive bayes,smote,best first,sensitive learning,0.0590164,0.0013986,0.9986014,0.9409836,0.8571429,0.0590164,0.9584111,0.0959295
STORM,18732,0.6333085,0.8479139,0.1520861,naive bayes,smote,best first,sensitive learning,0.0206490,0.0004655,0.9995345,0.9793510,0.8750000,0.0206490,0.9246936,0.0342761
STORM,21219,0.7173913,0.8673152,0.1326848,naive bayes,smote,best first,sensitive learning,0.0058651,0.0000000,1.0000000,0.9941349,1.0000000,0.0058651,0.9832414,0.0100828
STORM,23712,0.8016769,0.8647376,0.1352624,naive bayes,smote,best first,sensitive learning,0.4079602,0.0840972,0.9159028,0.5920398,0.4373333,0.4079602,0.8831986,0.3332614
STORM,26623,0.9000947,0.8700234,0.1299766,naive bayes,smote,best first,sensitive learning,0.0157658,0.0003982,0.9996018,0.9842342,0.8750000,0.0157658,0.9435995,0.0257919
STORM,878,0.0296842,0.0000000,1.0000000,ibk,smote,best first,sensitive learning,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,1965,0.0664345,0.0142857,0.9857143,ibk,smote,best first,sensitive learning,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.9268396,0.0000000
STORM,3164,0.1069714,0.3526448,0.6473552,ibk,smote,best first,sensitive learning,0.2178988,0.0313653,0.9686347,0.7821012,0.6222222,0.2178988,0.6204951,0.2480081
STORM,4505,0.1523091,0.5408719,0.4591281,ibk,smote,best first,sensitive learning,0.4569733,0.0392670,0.9607330,0.5430267,0.7738693,0.4569733,0.7301335,0.4882817
STORM,5988,0.2024478,0.6740129,0.3259871,ibk,smote,best first,sensitive learning,0.4281690,0.1111957,0.8888043,0.5718310,0.5100671,0.4281690,0.6754428,0.3366954
STORM,7656,0.2588410,0.9453125,0.0546875,ibk,smote,best first,sensitive learning,0.2539683,0.1713396,0.8286604,0.7460317,0.0549828,0.2539683,0.5711665,0.0301730
STORM,9324,0.3152343,0.9411765,0.0588235,ibk,smote,best first,sensitive learning,0.7083333,0.3373440,0.6626560,0.2916667,0.0631188,0.7083333,0.7186386,0.0623814
STORM,11640,0.3935357,0.8711744,0.1288256,ibk,smote,best first,sensitive learning,0.3314917,0.1172897,0.8827103,0.6685083,0.1929260,0.3314917,0.6344878,0.1612066
STORM,13961,0.4720062,0.8864353,0.1135647,ibk,smote,best first,sensitive learning,0.7611111,0.0079402,0.9920598,0.2388889,0.8896104,0.7611111,0.9075704,0.8065226
STORM,16282,0.5504767,0.8386243,0.1613757,ibk,smote,best first,sensitive learning,0.6393443,0.0881119,0.9118881,0.3606557,0.5078125,0.6393443,0.8288586,0.4961171
STORM,18732,0.6333085,0.8479139,0.1520861,ibk,smote,best first,sensitive learning,0.4454277,0.0796089,0.9203911,0.5545723,0.4689441,0.4454277,0.6777163,0.3737103
STORM,21219,0.7173913,0.8673152,0.1326848,ibk,smote,best first,sensitive learning,0.9882698,0.0004647,0.9995353,0.0117302,0.9970414,0.9882698,0.9939094,0.9914754
STORM,23712,0.8016769,0.8647376,0.1352624,ibk,smote,best first,sensitive learning,0.8109453,0.0406536,0.9593464,0.1890547,0.7616822,0.8109453,0.8346941,0.7499259
STORM,26623,0.9000947,0.8700234,0.1299766,ibk,smote,best first,sensitive learning,0.9054054,0.0007965,0.9992035,0.0945946,0.9950495,0.9054054,0.9513021,0.9394436
STORM,878,0.0296842,0.0000000,1.0000000,random forest,smote,best first,sensitive threshold,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,1965,0.0664345,0.0142857,0.9857143,random forest,smote,best first,sensitive threshold,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,3164,0.1069714,0.3526448,0.6473552,random forest,smote,best first,sensitive threshold,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,4505,0.1523091,0.5408719,0.4591281,random forest,smote,best first,sensitive threshold,0.1008902,0.0087260,0.9912740,0.8991098,0.7727273,0.1008902,0.5460821,0.1329705
STORM,5988,0.2024478,0.6740129,0.3259871,random forest,smote,best first,sensitive threshold,0.1436620,0.0228484,0.9771516,0.8563380,0.6296296,0.1436620,0.5604068,0.1681643
STORM,7656,0.2588410,0.9453125,0.0546875,random forest,smote,best first,sensitive threshold,0.0952381,0.0560748,0.9439252,0.9047619,0.0625000,0.0952381,0.5195817,0.0312900
STORM,9324,0.3152343,0.9411765,0.0588235,random forest,smote,best first,sensitive threshold,0.1527778,0.0450089,0.9549911,0.8472222,0.0982143,0.1527778,0.5538844,0.0849333
STORM,11640,0.3935357,0.8711744,0.1288256,random forest,smote,best first,sensitive threshold,0.0055249,0.0032710,0.9967290,0.9944751,0.1250000,0.0055249,0.5011269,0.0040067
STORM,13961,0.4720062,0.8864353,0.1135647,random forest,smote,best first,sensitive threshold,0.1888889,0.0000000,1.0000000,0.8111111,1.0000000,0.1888889,0.5944444,0.3005198
STORM,16282,0.5504767,0.8386243,0.1613757,random forest,smote,best first,sensitive threshold,0.1213115,0.0083916,0.9916084,0.8786885,0.6727273,0.1213115,0.5564599,0.1741411
STORM,18732,0.6333085,0.8479139,0.1520861,random forest,smote,best first,sensitive threshold,0.0648968,0.0060521,0.9939479,0.9351032,0.6285714,0.0648968,0.5294223,0.0945468
STORM,21219,0.7173913,0.8673152,0.1326848,random forest,smote,best first,sensitive threshold,0.4780059,0.0004647,0.9995353,0.5219941,0.9939024,0.4780059,0.7387706,0.6109839
STORM,23712,0.8016769,0.8647376,0.1352624,random forest,smote,best first,sensitive threshold,0.5671642,0.0000000,1.0000000,0.4328358,1.0000000,0.5671642,0.7835821,0.6931368
STORM,26623,0.9000947,0.8700234,0.1299766,random forest,smote,best first,sensitive threshold,0.7049550,0.0000000,1.0000000,0.2950450,1.0000000,0.7049550,0.8524775,0.8023957
STORM,878,0.0296842,0.0000000,1.0000000,naive bayes,smote,best first,sensitive threshold,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,1965,0.0664345,0.0142857,0.9857143,naive bayes,smote,best first,sensitive threshold,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,3164,0.1069714,0.3526448,0.6473552,naive bayes,smote,best first,sensitive threshold,0.1828794,0.0101476,0.9898524,0.8171206,0.8103448,0.1828794,0.5863659,0.2451382
STORM,4505,0.1523091,0.5408719,0.4591281,naive bayes,smote,best first,sensitive threshold,0.0682493,0.0052356,0.9947644,0.9317507,0.7931034,0.0682493,0.5315068,0.0930218
STORM,5988,0.2024478,0.6740129,0.3259871,naive bayes,smote,best first,sensitive threshold,0.0845070,0.0198020,0.9801980,0.9154930,0.5357143,0.0845070,0.5323525,0.0934053
STORM,7656,0.2588410,0.9453125,0.0546875,naive bayes,smote,best first,sensitive threshold,0.0952381,0.0180685,0.9819315,0.9047619,0.1714286,0.0952381,0.5385848,0.0981176
STORM,9324,0.3152343,0.9411765,0.0588235,naive bayes,smote,best first,sensitive threshold,0.5694444,0.1550802,0.8449198,0.4305556,0.1053985,0.5694444,0.7071821,0.1323528
STORM,11640,0.3935357,0.8711744,0.1288256,naive bayes,smote,best first,sensitive threshold,0.0110497,0.0014019,0.9985981,0.9889503,0.4000000,0.0110497,0.5048239,0.0173856
STORM,13961,0.4720062,0.8864353,0.1135647,naive bayes,smote,best first,sensitive threshold,0.0055556,0.0014012,0.9985988,0.9944444,0.2500000,0.0055556,0.5020772,0.0075231
STORM,16282,0.5504767,0.8386243,0.1613757,naive bayes,smote,best first,sensitive threshold,0.0590164,0.0013986,0.9986014,0.9409836,0.8571429,0.0590164,0.5288089,0.0959295
STORM,18732,0.6333085,0.8479139,0.1520861,naive bayes,smote,best first,sensitive threshold,0.0206490,0.0004655,0.9995345,0.9793510,0.8750000,0.0206490,0.5100917,0.0342761
STORM,21219,0.7173913,0.8673152,0.1326848,naive bayes,smote,best first,sensitive threshold,0.0087977,0.0000000,1.0000000,0.9912023,1.0000000,0.0087977,0.5043988,0.0150921
STORM,23712,0.8016769,0.8647376,0.1352624,naive bayes,smote,best first,sensitive threshold,0.4253731,0.0757274,0.9242726,0.5746269,0.4736842,0.4253731,0.6748229,0.3652891
STORM,26623,0.9000947,0.8700234,0.1299766,naive bayes,smote,best first,sensitive threshold,0.0472973,0.0003982,0.9996018,0.9527027,0.9545455,0.0472973,0.5234495,0.0770346
STORM,878,0.0296842,0.0000000,1.0000000,ibk,smote,best first,sensitive threshold,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,1965,0.0664345,0.0142857,0.9857143,ibk,smote,best first,sensitive threshold,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,3164,0.1069714,0.3526448,0.6473552,ibk,smote,best first,sensitive threshold,0.2178988,0.0313653,0.9686347,0.7821012,0.6222222,0.2178988,0.5932668,0.2480081
STORM,4505,0.1523091,0.5408719,0.4591281,ibk,smote,best first,sensitive threshold,0.4569733,0.0392670,0.9607330,0.5430267,0.7738693,0.4569733,0.7088531,0.4882817
STORM,5988,0.2024478,0.6740129,0.3259871,ibk,smote,best first,sensitive threshold,0.4281690,0.1111957,0.8888043,0.5718310,0.5100671,0.4281690,0.6584866,0.3366954
STORM,7656,0.2588410,0.9453125,0.0546875,ibk,smote,best first,sensitive threshold,0.2539683,0.1713396,0.8286604,0.7460317,0.0549828,0.2539683,0.5413143,0.0301730
STORM,9324,0.3152343,0.9411765,0.0588235,ibk,smote,best first,sensitive threshold,0.7083333,0.3373440,0.6626560,0.2916667,0.0631188,0.7083333,0.6854947,0.0623814
STORM,11640,0.3935357,0.8711744,0.1288256,ibk,smote,best first,sensitive threshold,0.3314917,0.1172897,0.8827103,0.6685083,0.1929260,0.3314917,0.6071010,0.1612066
STORM,13961,0.4720062,0.8864353,0.1135647,ibk,smote,best first,sensitive threshold,0.7611111,0.0079402,0.9920598,0.2388889,0.8896104,0.7611111,0.8765854,0.8065226
STORM,16282,0.5504767,0.8386243,0.1613757,ibk,smote,best first,sensitive threshold,0.6393443,0.0881119,0.9118881,0.3606557,0.5078125,0.6393443,0.7756162,0.4961171
STORM,18732,0.6333085,0.8479139,0.1520861,ibk,smote,best first,sensitive threshold,0.4454277,0.0796089,0.9203911,0.5545723,0.4689441,0.4454277,0.6829094,0.3737103
STORM,21219,0.7173913,0.8673152,0.1326848,ibk,smote,best first,sensitive threshold,0.9882698,0.0004647,0.9995353,0.0117302,0.9970414,0.9882698,0.9939026,0.9914754
STORM,23712,0.8016769,0.8647376,0.1352624,ibk,smote,best first,sensitive threshold,0.8109453,0.0406536,0.9593464,0.1890547,0.7616822,0.8109453,0.8851458,0.7499259
STORM,26623,0.9000947,0.8700234,0.1299766,ibk,smote,best first,sensitive threshold,0.9054054,0.0007965,0.9992035,0.0945946,0.9950495,0.9054054,0.9523045,0.9394436
