Dataset,#TrainingRelease,%Training,%Defective in training,%Defective in testing,Classifier,Balancing,Feature Selection,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
STORM,4505,0.1523091,0.5408719,0.4591281,random forest,smote,no selection,sensitive learning,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.9873305,0.0000000
STORM,5988,0.2024478,0.6740129,0.3259871,random forest,smote,no selection,sensitive learning,0.0056338,0.0000000,1.0000000,0.9943662,1.0000000,0.0056338,0.9860743,0.0088409
STORM,7656,0.2588410,0.9453125,0.0546875,random forest,smote,no selection,sensitive learning,0.0000000,0.0068536,0.9931464,1.0000000,0.0000000,0.0000000,0.8390842,-0.0113564
STORM,9324,0.3152343,0.9411765,0.0588235,random forest,smote,no selection,sensitive learning,0.0416667,0.0013369,0.9986631,0.9583333,0.5000000,0.0416667,0.8917174,0.0724870
STORM,11640,0.3935357,0.8711744,0.1288256,random forest,smote,no selection,sensitive learning,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.7400049,0.0000000
STORM,13961,0.4720062,0.8864353,0.1135647,random forest,smote,no selection,sensitive learning,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.9638149,0.0000000
STORM,16282,0.5504767,0.8386243,0.1613757,random forest,smote,no selection,sensitive learning,0.0032787,0.0000000,1.0000000,0.9967213,1.0000000,0.0032787,0.9765700,0.0057269
STORM,18732,0.6333085,0.8479139,0.1520861,random forest,smote,no selection,sensitive learning,0.0383481,0.0000000,1.0000000,0.9616519,1.0000000,0.0383481,0.9967109,0.0644442
STORM,21219,0.7173913,0.8673152,0.1326848,random forest,smote,no selection,sensitive learning,0.0117302,0.0004647,0.9995353,0.9882698,0.8000000,0.0117302,0.9994052,0.0192442
STORM,23712,0.8016769,0.8647376,0.1352624,random forest,smote,no selection,sensitive learning,0.0373134,0.0000000,1.0000000,0.9626866,1.0000000,0.0373134,0.9885313,0.0626296
STORM,26623,0.9000947,0.8700234,0.1299766,random forest,smote,no selection,sensitive learning,0.1193694,0.0000000,1.0000000,0.8806306,1.0000000,0.1193694,0.9874722,0.1872337
STORM,878,0.0296842,0.0000000,1.0000000,naive bayes,smote,no selection,sensitive learning,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.2124424,0.0000000
STORM,1965,0.0664345,0.0142857,0.9857143,naive bayes,smote,no selection,sensitive learning,0.0434783,0.0131951,0.9868049,0.9565217,0.3000000,0.0434783,0.6946038,0.0482161
STORM,3164,0.1069714,0.3526448,0.6473552,naive bayes,smote,no selection,sensitive learning,0.3618677,0.0147601,0.9852399,0.6381323,0.8532110,0.3618677,0.9271989,0.4448227
STORM,4505,0.1523091,0.5408719,0.4591281,naive bayes,smote,no selection,sensitive learning,0.1097923,0.0174520,0.9825480,0.8902077,0.6491228,0.1097923,0.9084961,0.1306578
STORM,5988,0.2024478,0.6740129,0.3259871,naive bayes,smote,no selection,sensitive learning,0.2478873,0.0997715,0.9002285,0.7521127,0.4018265,0.2478873,0.8361113,0.1721795
STORM,7656,0.2588410,0.9453125,0.0546875,naive bayes,smote,no selection,sensitive learning,0.0634921,0.0124611,0.9875389,0.9365079,0.1666667,0.0634921,0.8092617,0.0726290
STORM,9324,0.3152343,0.9411765,0.0588235,naive bayes,smote,no selection,sensitive learning,0.8888889,0.2482175,0.7517825,0.1111111,0.1030596,0.8888889,0.8527895,0.1365987
STORM,11640,0.3935357,0.8711744,0.1288256,naive bayes,smote,no selection,sensitive learning,0.0386740,0.0014019,0.9985981,0.9613260,0.7000000,0.0386740,0.8424950,0.0656688
STORM,13961,0.4720062,0.8864353,0.1135647,naive bayes,smote,no selection,sensitive learning,0.0111111,0.0014012,0.9985988,0.9888889,0.4000000,0.0111111,0.9459443,0.0175030
STORM,16282,0.5504767,0.8386243,0.1613757,naive bayes,smote,no selection,sensitive learning,0.6524590,0.0013986,0.9986014,0.3475410,0.9851485,0.6524590,0.9927456,0.7613345
STORM,18732,0.6333085,0.8479139,0.1520861,naive bayes,smote,no selection,sensitive learning,0.3687316,0.0013966,0.9986034,0.6312684,0.9765625,0.3687316,0.9815126,0.4978072
STORM,21219,0.7173913,0.8673152,0.1326848,naive bayes,smote,no selection,sensitive learning,0.1583578,0.0009294,0.9990706,0.8416422,0.9642857,0.1583578,0.9822296,0.2428218
STORM,23712,0.8016769,0.8647376,0.1352624,naive bayes,smote,no selection,sensitive learning,0.4179104,0.1183739,0.8816261,0.5820896,0.3612903,0.4179104,0.8730981,0.2810430
STORM,26623,0.9000947,0.8700234,0.1299766,naive bayes,smote,no selection,sensitive learning,0.0360360,0.0063720,0.9936280,0.9639640,0.5000000,0.0360360,0.9454477,0.0479943
STORM,878,0.0296842,0.0000000,1.0000000,ibk,smote,no selection,sensitive learning,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5023041,0.0000000
STORM,1965,0.0664345,0.0142857,0.9857143,ibk,smote,no selection,sensitive learning,0.0144928,0.0000000,1.0000000,0.9855072,1.0000000,0.0144928,0.5072464,0.0253664
STORM,3164,0.1069714,0.3526448,0.6473552,ibk,smote,no selection,sensitive learning,0.3346304,0.0571956,0.9428044,0.6653696,0.5810811,0.3346304,0.6332146,0.3309830
STORM,4505,0.1523091,0.5408719,0.4591281,ibk,smote,no selection,sensitive learning,0.6439169,0.0157068,0.9842932,0.3560831,0.9234043,0.6439169,0.8147265,0.7033510
STORM,5988,0.2024478,0.6740129,0.3259871,ibk,smote,no selection,sensitive learning,0.9408451,0.0799695,0.9200305,0.0591549,0.7608200,0.9408451,0.9304174,0.7924681
STORM,7656,0.2588410,0.9453125,0.0546875,ibk,smote,no selection,sensitive learning,0.5873016,0.1962617,0.8037383,0.4126984,0.1051136,0.5873016,0.6949711,0.1220619
STORM,9324,0.3152343,0.9411765,0.0588235,ibk,smote,no selection,sensitive learning,0.6388889,0.2428699,0.7571301,0.3611111,0.0778342,0.6388889,0.7445719,0.0882292
STORM,11640,0.3935357,0.8711744,0.1288256,ibk,smote,no selection,sensitive learning,0.0939227,0.0294393,0.9705607,0.9060773,0.2125000,0.0939227,0.5366603,0.0866023
STORM,13961,0.4720062,0.8864353,0.1135647,ibk,smote,no selection,sensitive learning,0.9944444,0.0004671,0.9995329,0.0055556,0.9944444,0.9944444,0.9969887,0.9939774
STORM,16282,0.5504767,0.8386243,0.1613757,ibk,smote,no selection,sensitive learning,0.6819672,0.0013986,0.9986014,0.3180328,0.9857820,0.6819672,0.9873201,0.7842341
STORM,18732,0.6333085,0.8479139,0.1520861,ibk,smote,no selection,sensitive learning,0.8908555,0.0004655,0.9995345,0.1091445,0.9966997,0.8908555,0.9452107,0.9320697
STORM,21219,0.7173913,0.8673152,0.1326848,ibk,smote,no selection,sensitive learning,0.9794721,0.0013941,0.9986059,0.0205279,0.9910979,0.9794721,0.9890697,0.9829296
STORM,23712,0.8016769,0.8647376,0.1352624,ibk,smote,no selection,sensitive learning,0.8830846,0.0565963,0.9434037,0.1169154,0.7142857,0.8830846,0.9155533,0.7518811
STORM,26623,0.9000947,0.8700234,0.1299766,ibk,smote,no selection,sensitive learning,0.9099099,0.0007965,0.9992035,0.0900901,0.9950739,0.9099099,0.9523825,0.9423072
STORM,878,0.0296842,0.0000000,1.0000000,random forest,smote,no selection,sensitive threshold,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,1965,0.0664345,0.0142857,0.9857143,random forest,smote,no selection,sensitive threshold,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,3164,0.1069714,0.3526448,0.6473552,random forest,smote,no selection,sensitive threshold,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,4505,0.1523091,0.5408719,0.4591281,random forest,smote,no selection,sensitive threshold,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,5988,0.2024478,0.6740129,0.3259871,random forest,smote,no selection,sensitive threshold,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,7656,0.2588410,0.9453125,0.0546875,random forest,smote,no selection,sensitive threshold,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,9324,0.3152343,0.9411765,0.0588235,random forest,smote,no selection,sensitive threshold,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,11640,0.3935357,0.8711744,0.1288256,random forest,smote,no selection,sensitive threshold,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,13961,0.4720062,0.8864353,0.1135647,random forest,smote,no selection,sensitive threshold,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,16282,0.5504767,0.8386243,0.1613757,random forest,smote,no selection,sensitive threshold,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,18732,0.6333085,0.8479139,0.1520861,random forest,smote,no selection,sensitive threshold,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,21219,0.7173913,0.8673152,0.1326848,random forest,smote,no selection,sensitive threshold,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,23712,0.8016769,0.8647376,0.1352624,random forest,smote,no selection,sensitive threshold,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,26623,0.9000947,0.8700234,0.1299766,random forest,smote,no selection,sensitive threshold,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,878,0.0296842,0.0000000,1.0000000,naive bayes,smote,no selection,sensitive threshold,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,1965,0.0664345,0.0142857,0.9857143,naive bayes,smote,no selection,sensitive threshold,0.0289855,0.0103676,0.9896324,0.9710145,0.2666667,0.0289855,0.5093090,0.0304060
STORM,3164,0.1069714,0.3526448,0.6473552,naive bayes,smote,no selection,sensitive threshold,0.3268482,0.0110701,0.9889299,0.6731518,0.8750000,0.3268482,0.6578891,0.4149339
STORM,4505,0.1523091,0.5408719,0.4591281,naive bayes,smote,no selection,sensitive threshold,0.0979228,0.0165794,0.9834206,0.9020772,0.6346154,0.0979228,0.5406717,0.1159570
STORM,5988,0.2024478,0.6740129,0.3259871,naive bayes,smote,no selection,sensitive threshold,0.2140845,0.0799695,0.9200305,0.7859155,0.4198895,0.2140845,0.5670575,0.1633178
STORM,7656,0.2588410,0.9453125,0.0546875,naive bayes,smote,no selection,sensitive threshold,0.0476190,0.0112150,0.9887850,0.9523810,0.1428571,0.0476190,0.5182020,0.0535551
STORM,9324,0.3152343,0.9411765,0.0588235,naive bayes,smote,no selection,sensitive threshold,0.8055556,0.2094474,0.7905526,0.1944444,0.1098485,0.8055556,0.7980541,0.1466418
STORM,11640,0.3935357,0.8711744,0.1288256,naive bayes,smote,no selection,sensitive threshold,0.0276243,0.0014019,0.9985981,0.9723757,0.6250000,0.0276243,0.5131112,0.0466160
STORM,13961,0.4720062,0.8864353,0.1135647,naive bayes,smote,no selection,sensitive threshold,0.0055556,0.0009341,0.9990659,0.9944444,0.3333333,0.0055556,0.5023107,0.0084076
STORM,16282,0.5504767,0.8386243,0.1613757,naive bayes,smote,no selection,sensitive threshold,0.4393443,0.0009324,0.9990676,0.5606557,0.9852941,0.4393443,0.7192059,0.5750835
STORM,18732,0.6333085,0.8479139,0.1520861,naive bayes,smote,no selection,sensitive threshold,0.2890855,0.0000000,1.0000000,0.7109145,1.0000000,0.2890855,0.6445428,0.4126012
STORM,21219,0.7173913,0.8673152,0.1326848,naive bayes,smote,no selection,sensitive threshold,0.0733138,0.0004647,0.9995353,0.9266862,0.9615385,0.0733138,0.5364245,0.1191687
STORM,23712,0.8016769,0.8647376,0.1352624,naive bayes,smote,no selection,sensitive threshold,0.3407960,0.0693503,0.9306497,0.6592040,0.4405145,0.3407960,0.6357228,0.2999563
STORM,26623,0.9000947,0.8700234,0.1299766,naive bayes,smote,no selection,sensitive threshold,0.0180180,0.0039825,0.9960175,0.9819820,0.4444444,0.0180180,0.5070178,0.0231955
STORM,878,0.0296842,0.0000000,1.0000000,ibk,smote,no selection,sensitive threshold,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,1965,0.0664345,0.0142857,0.9857143,ibk,smote,no selection,sensitive threshold,0.0144928,0.0000000,1.0000000,0.9855072,1.0000000,0.0144928,0.5072464,0.0253664
STORM,3164,0.1069714,0.3526448,0.6473552,ibk,smote,no selection,sensitive threshold,0.3346304,0.0571956,0.9428044,0.6653696,0.5810811,0.3346304,0.6387174,0.3309830
STORM,4505,0.1523091,0.5408719,0.4591281,ibk,smote,no selection,sensitive threshold,0.6439169,0.0157068,0.9842932,0.3560831,0.9234043,0.6439169,0.8141051,0.7033510
STORM,5988,0.2024478,0.6740129,0.3259871,ibk,smote,no selection,sensitive threshold,0.9408451,0.0799695,0.9200305,0.0591549,0.7608200,0.9408451,0.9304378,0.7924681
STORM,7656,0.2588410,0.9453125,0.0546875,ibk,smote,no selection,sensitive threshold,0.5873016,0.1962617,0.8037383,0.4126984,0.1051136,0.5873016,0.6955200,0.1220619
STORM,9324,0.3152343,0.9411765,0.0588235,ibk,smote,no selection,sensitive threshold,0.6388889,0.2428699,0.7571301,0.3611111,0.0778342,0.6388889,0.6980095,0.0882292
STORM,11640,0.3935357,0.8711744,0.1288256,ibk,smote,no selection,sensitive threshold,0.0939227,0.0294393,0.9705607,0.9060773,0.2125000,0.0939227,0.5322417,0.0866023
STORM,13961,0.4720062,0.8864353,0.1135647,ibk,smote,no selection,sensitive threshold,0.9944444,0.0004671,0.9995329,0.0055556,0.9944444,0.9944444,0.9969887,0.9939774
STORM,16282,0.5504767,0.8386243,0.1613757,ibk,smote,no selection,sensitive threshold,0.6819672,0.0013986,0.9986014,0.3180328,0.9857820,0.6819672,0.8402843,0.7842341
STORM,18732,0.6333085,0.8479139,0.1520861,ibk,smote,no selection,sensitive threshold,0.8908555,0.0004655,0.9995345,0.1091445,0.9966997,0.8908555,0.9451950,0.9320697
STORM,21219,0.7173913,0.8673152,0.1326848,ibk,smote,no selection,sensitive threshold,0.9794721,0.0013941,0.9986059,0.0205279,0.9910979,0.9794721,0.9890390,0.9829296
STORM,23712,0.8016769,0.8647376,0.1352624,ibk,smote,no selection,sensitive threshold,0.8830846,0.0565963,0.9434037,0.1169154,0.7142857,0.8830846,0.9132442,0.7518811
STORM,26623,0.9000947,0.8700234,0.1299766,ibk,smote,no selection,sensitive threshold,0.9099099,0.0007965,0.9992035,0.0900901,0.9950739,0.9099099,0.9545567,0.9423072
STORM,878,0.0296842,0.0000000,1.0000000,random forest,no sampling,best first,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,1965,0.0664345,0.0142857,0.9857143,random forest,no sampling,best first,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.6425576,0.0000000
STORM,3164,0.1069714,0.3526448,0.6473552,random forest,no sampling,best first,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.9040698,0.0000000
STORM,4505,0.1523091,0.5408719,0.4591281,random forest,no sampling,best first,no cost sensitive,0.3115727,0.0322862,0.9677138,0.6884273,0.7394366,0.3115727,0.8917755,0.3509678
STORM,5988,0.2024478,0.6740129,0.3259871,random forest,no sampling,best first,no cost sensitive,0.2788732,0.0601676,0.9398324,0.7211268,0.5561798,0.2788732,0.7972078,0.2673314
STORM,7656,0.2588410,0.9453125,0.0546875,random forest,no sampling,best first,no cost sensitive,0.2063492,0.1532710,0.8467290,0.7936508,0.0501931,0.2063492,0.7367947,0.0212781
STORM,9324,0.3152343,0.9411765,0.0588235,random forest,no sampling,best first,no cost sensitive,0.7638889,0.1942959,0.8057041,0.2361111,0.1120163,0.7638889,0.8576018,0.1492502
STORM,11640,0.3935357,0.8711744,0.1288256,random forest,no sampling,best first,no cost sensitive,0.1767956,0.0476636,0.9523364,0.8232044,0.2388060,0.1767956,0.7495211,0.1465499
STORM,13961,0.4720062,0.8864353,0.1135647,random forest,no sampling,best first,no cost sensitive,0.8000000,0.0028024,0.9971976,0.2000000,0.9600000,0.8000000,0.9788456,0.8630736
STORM,16282,0.5504767,0.8386243,0.1613757,random forest,no sampling,best first,no cost sensitive,0.3016393,0.0396270,0.9603730,0.6983607,0.5197740,0.3016393,0.8741198,0.3195269
STORM,18732,0.6333085,0.8479139,0.1520861,random forest,no sampling,best first,no cost sensitive,0.1887906,0.0256052,0.9743948,0.8112094,0.5378151,0.1887906,0.8498377,0.2245485
STORM,21219,0.7173913,0.8673152,0.1326848,random forest,no sampling,best first,no cost sensitive,0.9882698,0.0004647,0.9995353,0.0117302,0.9970414,0.9882698,0.9994924,0.9914754
STORM,23712,0.8016769,0.8647376,0.1352624,random forest,no sampling,best first,no cost sensitive,0.8184080,0.0011957,0.9988043,0.1815920,0.9909639,0.8184080,0.9917164,0.8816759
STORM,26623,0.9000947,0.8700234,0.1299766,random forest,no sampling,best first,no cost sensitive,0.9031532,0.0000000,1.0000000,0.0968468,1.0000000,0.9031532,0.9909152,0.9406484
STORM,878,0.0296842,0.0000000,1.0000000,naive bayes,no sampling,best first,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,1965,0.0664345,0.0142857,0.9857143,naive bayes,no sampling,best first,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.9131971,0.0000000
STORM,3164,0.1069714,0.3526448,0.6473552,naive bayes,no sampling,best first,no cost sensitive,0.2607004,0.0129151,0.9870849,0.7392996,0.8271605,0.2607004,0.9057425,0.3354032
STORM,4505,0.1523091,0.5408719,0.4591281,naive bayes,no sampling,best first,no cost sensitive,0.0801187,0.0069808,0.9930192,0.9198813,0.7714286,0.0801187,0.8890024,0.1069750
STORM,5988,0.2024478,0.6740129,0.3259871,naive bayes,no sampling,best first,no cost sensitive,0.1408451,0.0456969,0.9543031,0.8591549,0.4545455,0.1408451,0.8132381,0.1271648
STORM,7656,0.2588410,0.9453125,0.0546875,naive bayes,no sampling,best first,no cost sensitive,0.1269841,0.0261682,0.9738318,0.8730159,0.1600000,0.1269841,0.7781338,0.1119088
STORM,9324,0.3152343,0.9411765,0.0588235,naive bayes,no sampling,best first,no cost sensitive,0.7500000,0.2027629,0.7972371,0.2500000,0.1060904,0.7500000,0.8484941,0.1389861
STORM,11640,0.3935357,0.8711744,0.1288256,naive bayes,no sampling,best first,no cost sensitive,0.0165746,0.0032710,0.9967290,0.9834254,0.3000000,0.0165746,0.8113363,0.0234392
STORM,13961,0.4720062,0.8864353,0.1135647,naive bayes,no sampling,best first,no cost sensitive,0.0111111,0.0014012,0.9985988,0.9888889,0.4000000,0.0111111,0.8070826,0.0175030
STORM,16282,0.5504767,0.8386243,0.1613757,naive bayes,no sampling,best first,no cost sensitive,0.2360656,0.0013986,0.9986014,0.7639344,0.9600000,0.2360656,0.9580137,0.3468512
STORM,18732,0.6333085,0.8479139,0.1520861,naive bayes,no sampling,best first,no cost sensitive,0.0294985,0.0009311,0.9990689,0.9705015,0.8333333,0.0294985,0.9253645,0.0481082
STORM,21219,0.7173913,0.8673152,0.1326848,naive bayes,no sampling,best first,no cost sensitive,0.2140762,0.0000000,1.0000000,0.7859238,1.0000000,0.2140762,0.9901456,0.3198482
STORM,23712,0.8016769,0.8647376,0.1352624,naive bayes,no sampling,best first,no cost sensitive,0.7761194,0.1490634,0.8509366,0.2238806,0.4548105,0.7761194,0.9044975,0.4836016
STORM,26623,0.9000947,0.8700234,0.1299766,naive bayes,no sampling,best first,no cost sensitive,0.5270270,0.0027877,0.9972123,0.4729730,0.9709544,0.5270270,0.9683057,0.6457592
STORM,878,0.0296842,0.0000000,1.0000000,ibk,no sampling,best first,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,1965,0.0664345,0.0142857,0.9857143,ibk,no sampling,best first,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.9268396,0.0000000
STORM,3164,0.1069714,0.3526448,0.6473552,ibk,no sampling,best first,no cost sensitive,0.1789883,0.0276753,0.9723247,0.8210117,0.6052632,0.1789883,0.6041520,0.2068964
STORM,4505,0.1523091,0.5408719,0.4591281,ibk,no sampling,best first,no cost sensitive,0.3709199,0.0218150,0.9781850,0.6290801,0.8333333,0.3709199,0.6998837,0.4341344
STORM,5988,0.2024478,0.6740129,0.3259871,ibk,no sampling,best first,no cost sensitive,0.2253521,0.0853008,0.9146992,0.7746479,0.4166667,0.2253521,0.5950441,0.1682309
STORM,7656,0.2588410,0.9453125,0.0546875,ibk,no sampling,best first,no cost sensitive,0.2222222,0.1538941,0.8461059,0.7777778,0.0536398,0.2222222,0.5660733,0.0272251
STORM,9324,0.3152343,0.9411765,0.0588235,ibk,no sampling,best first,no cost sensitive,0.6388889,0.2517825,0.7482175,0.3611111,0.0752864,0.6388889,0.7348299,0.0837357
STORM,11640,0.3935357,0.8711744,0.1288256,ibk,no sampling,best first,no cost sensitive,0.2154696,0.0607477,0.9392523,0.7845304,0.2307692,0.2154696,0.6076444,0.1595640
STORM,13961,0.4720062,0.8864353,0.1135647,ibk,no sampling,best first,no cost sensitive,0.7611111,0.0051378,0.9948622,0.2388889,0.9256757,0.7611111,0.9089042,0.8229766
STORM,16282,0.5504767,0.8386243,0.1613757,ibk,no sampling,best first,no cost sensitive,0.4393443,0.0573427,0.9426573,0.5606557,0.5214008,0.4393443,0.7934931,0.4096531
STORM,18732,0.6333085,0.8479139,0.1520861,ibk,no sampling,best first,no cost sensitive,0.2330383,0.0479516,0.9520484,0.7669617,0.4340659,0.2330383,0.6088898,0.2299265
STORM,21219,0.7173913,0.8673152,0.1326848,ibk,no sampling,best first,no cost sensitive,0.9882698,0.0004647,0.9995353,0.0117302,0.9970414,0.9882698,0.9939121,0.9914754
STORM,23712,0.8016769,0.8647376,0.1352624,ibk,no sampling,best first,no cost sensitive,0.8109453,0.0338780,0.9661220,0.1890547,0.7931873,0.8109453,0.8343174,0.7698305
STORM,26623,0.9000947,0.8700234,0.1299766,ibk,no sampling,best first,no cost sensitive,0.9054054,0.0007965,0.9992035,0.0945946,0.9950495,0.9054054,0.9512797,0.9394436
STORM,878,0.0296842,0.0000000,1.0000000,random forest,no sampling,best first,sensitive learning,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,1965,0.0664345,0.0142857,0.9857143,random forest,no sampling,best first,sensitive learning,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.6425576,0.0000000
STORM,3164,0.1069714,0.3526448,0.6473552,random forest,no sampling,best first,sensitive learning,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.9153553,0.0000000
STORM,4505,0.1523091,0.5408719,0.4591281,random forest,no sampling,best first,sensitive learning,0.0534125,0.0000000,1.0000000,0.9465875,1.0000000,0.0534125,0.9059818,0.0802126
STORM,5988,0.2024478,0.6740129,0.3259871,random forest,no sampling,best first,sensitive learning,0.1014085,0.0258949,0.9741051,0.8985915,0.5142857,0.1014085,0.7814531,0.1067900
STORM,7656,0.2588410,0.9453125,0.0546875,random forest,no sampling,best first,sensitive learning,0.0476190,0.0168224,0.9831776,0.9523810,0.1000000,0.0476190,0.7251842,0.0411513
STORM,9324,0.3152343,0.9411765,0.0588235,random forest,no sampling,best first,sensitive learning,0.1805556,0.0334225,0.9665775,0.8194444,0.1477273,0.1805556,0.8441740,0.1328460
STORM,11640,0.3935357,0.8711744,0.1288256,random forest,no sampling,best first,sensitive learning,0.0055249,0.0004673,0.9995327,0.9944751,0.5000000,0.0055249,0.7365622,0.0092402
STORM,13961,0.4720062,0.8864353,0.1135647,random forest,no sampling,best first,sensitive learning,0.0222222,0.0000000,1.0000000,0.9777778,1.0000000,0.0222222,0.9705447,0.0402421
STORM,16282,0.5504767,0.8386243,0.1613757,random forest,no sampling,best first,sensitive learning,0.0557377,0.0009324,0.9990676,0.9442623,0.8947368,0.0557377,0.8815583,0.0916761
STORM,18732,0.6333085,0.8479139,0.1520861,random forest,no sampling,best first,sensitive learning,0.0088496,0.0009311,0.9990689,0.9911504,0.6000000,0.0088496,0.8480956,0.0135330
STORM,21219,0.7173913,0.8673152,0.1326848,random forest,no sampling,best first,sensitive learning,0.0117302,0.0004647,0.9995353,0.9882698,0.8000000,0.0117302,0.9993670,0.0192442
STORM,23712,0.8016769,0.8647376,0.1352624,random forest,no sampling,best first,sensitive learning,0.0298507,0.0000000,1.0000000,0.9701493,1.0000000,0.0298507,0.9909569,0.0503686
STORM,26623,0.9000947,0.8700234,0.1299766,random forest,no sampling,best first,sensitive learning,0.0450450,0.0000000,1.0000000,0.9549550,1.0000000,0.0450450,0.9903981,0.0742153
STORM,878,0.0296842,0.0000000,1.0000000,naive bayes,no sampling,best first,sensitive learning,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
STORM,1965,0.0664345,0.0142857,0.9857143,naive bayes,no sampling,best first,sensitive learning,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.9131971,0.0000000
STORM,3164,0.1069714,0.3526448,0.6473552,naive bayes,no sampling,best first,sensitive learning,0.2373541,0.0119926,0.9880074,0.7626459,0.8243243,0.2373541,0.9057425,0.3094016
STORM,4505,0.1523091,0.5408719,0.4591281,naive bayes,no sampling,best first,sensitive learning,0.0534125,0.0061082,0.9938918,0.9465875,0.7200000,0.0534125,0.8890024,0.0702659
STORM,5988,0.2024478,0.6740129,0.3259871,naive bayes,no sampling,best first,sensitive learning,0.0845070,0.0175171,0.9824829,0.9154930,0.5660377,0.0845070,0.8132381,0.0971359
STORM,7656,0.2588410,0.9453125,0.0546875,naive bayes,no sampling,best first,sensitive learning,0.0793651,0.0155763,0.9844237,0.9206349,0.1666667,0.0793651,0.7781338,0.0852363
STORM,9324,0.3152343,0.9411765,0.0588235,naive bayes,no sampling,best first,sensitive learning,0.4722222,0.1354724,0.8645276,0.5277778,0.1005917,0.4722222,0.8484941,0.1207875
STORM,11640,0.3935357,0.8711744,0.1288256,naive bayes,no sampling,best first,sensitive learning,0.0110497,0.0014019,0.9985981,0.9889503,0.4000000,0.0110497,0.8113363,0.0173856
STORM,13961,0.4720062,0.8864353,0.1135647,naive bayes,no sampling,best first,sensitive learning,0.0055556,0.0014012,0.9985988,0.9944444,0.2500000,0.0055556,0.8070826,0.0075231
STORM,16282,0.5504767,0.8386243,0.1613757,naive bayes,no sampling,best first,sensitive learning,0.0426230,0.0013986,0.9986014,0.9573770,0.8125000,0.0426230,0.9580137,0.0694486
STORM,18732,0.6333085,0.8479139,0.1520861,naive bayes,no sampling,best first,sensitive learning,0.0176991,0.0004655,0.9995345,0.9823009,0.8571429,0.0176991,0.9253645,0.0293285
STORM,21219,0.7173913,0.8673152,0.1326848,naive bayes,no sampling,best first,sensitive learning,0.0087977,0.0000000,1.0000000,0.9912023,1.0000000,0.0087977,0.9785475,0.0150921
STORM,23712,0.8016769,0.8647376,0.1352624,naive bayes,no sampling,best first,sensitive learning,0.3731343,0.0781188,0.9218812,0.6268657,0.4335260,0.3731343,0.8789606,0.3133436
